patent_number,topic,topic_label,app_year,country_code
CN110597267B,-1,Noise,2019,CN
CN115586787A,-1,Noise,2022,CN
CN115588214A,41,T41,2022,CN
JP7200990B2,-1,Noise,2019,JP
CN115576352A,54,T54,2022,CN
CN218229219U,-1,Noise,2022,CN
IN202241077483A,61,T61,2022,IN
IN202341000033A,31,T31,2023,IN
JP7199259B2,-1,Noise,2019,JP
EP4112234A1,-1,Noise,2021,Other
CN115565057A,15,T15,2021,CN
CN218211960U,16,T16,2022,CN
US11544906B2,-1,Noise,2020,US
CN113788085B,3,T3,2021,CN
CN115533939A,10,T10,2022,CN
CN115546547A,6,T6,2022,CN
US20220412411A1,-1,Noise,2022,US
EP4109198A1,74,T74,2021,Other
CN114435507B,0,T0,2022,CN
CN115526358A,30,T30,2022,CN
US11537131B2,55,T55,2018,US
CN115502967A,10,T10,2022,CN
CN115503013A,-1,Noise,2022,CN
CN115503847A,0,T0,2021,CN
CN115503850A,-1,Noise,2022,CN
CN218110830U,-1,Noise,2022,CN
WO2022262757A1,-1,Noise,2022,Other
KR1020220167708A,16,T16,2021,KR
TWM635845U,23,T23,2022,Other
TWM635852U,-1,Noise,2022,Other
CN115488893A,3,T3,2022,CN
CN115489246A,-1,Noise,2022,CN
JP7192872B2,-1,Noise,2018,JP
US11531892B2,-1,Noise,2020,US
CN115476366A,-1,Noise,2021,CN
CN115480482A,-1,Noise,2021,CN
CN115480594A,40,T40,2021,CN
CN218052624U,4,T4,2022,CN
CN111625002B,1,T1,2020,CN
CN218036009U,11,T11,2022,CN
CN115446820A,-1,Noise,2022,CN
CN115446835A,10,T10,2022,CN
CN115447691A,0,T0,2022,CN
CN115457075A,15,T15,2022,CN
JP2022551218A,-1,Noise,2020,JP
US20220390952A1,-1,Noise,2022,US
WO2022256812A1,-1,Noise,2022,Other
CN114137998B,-1,Noise,2021,CN
CN115431254A,-1,Noise,2017,CN
CN217967105U,0,T0,2022,CN
KR102474702B1,-1,Noise,2020,KR
CN112288792B,50,T50,2020,CN
CN113212589B,0,T0,2021,CN
CN114492187B,-1,Noise,2022,CN
CN115416687A,7,T7,2022,CN
CN217947575U,18,T18,2022,CN
US20220379470A1,1,T1,2022,US
WO2022247170A1,1,T1,2021,Other
JP7180612B2,55,T55,2018,JP
CN113910236B,10,T10,2021,CN
CN115401698A,10,T10,2022,CN
CN115408805A,1,T1,2021,CN
CN115409794A,-1,Noise,2022,CN
CN115410232A,26,T26,2022,CN
US11511431B2,47,T47,2020,US
JP7178931B2,-1,Noise,2019,JP
CN111055285B,1,T1,2020,CN
CN112147889B,3,T3,2020,CN
CN112559039B,21,T21,2020,CN
CN112559052B,21,T21,2020,CN
CN115383790A,16,T16,2022,CN
CN115397078A,46,T46,2022,CN
VN91180A,68,T68,2022,Other
US20220370888A1,11,T11,2021,US
US20220371181A1,-1,Noise,2022,US
CN110662635B,-1,Noise,2018,CN
CN113978568B,-1,Noise,2021,CN
CN115202372B,3,T3,2022,CN
CN115365880A,18,T18,2022,CN
CN115372041A,16,T16,2022,CN
CN115373269A,3,T3,2022,CN
CN115376306A,23,T23,2022,CN
CN112882467B,1,T1,2021,CN
CN115352449A,-1,Noise,2022,CN
IN202241064218A,8,T8,2022,IN
US20220362950A1,69,T69,2020,US
US20220366725A1,-1,Noise,2022,US
CN113290559B,1,T1,2021,CN
CN115319764A,10,T10,2022,CN
CN115319798A,-1,Noise,2022,CN
HK40071432A,74,T74,2022,Other
IN202221061767A,8,T8,2022,IN
DE102013110901B4,25,T25,2013,DE
EP4086220A1,-1,Noise,2018,Other
CN115311620A,50,T50,2022,CN
CN217764683U,-1,Noise,2022,CN
US11491657B2,4,T4,2020,US
US11494641B2,57,T57,2017,US
CN115280970A,39,T39,2022,CN
CN115284291A,1,T1,2022,CN
CN115285136A,7,T7,2022,CN
CN115291621A,54,T54,2022,CN
CN115294546A,7,T7,2022,CN
CN217741772U,2,T2,2022,CN
JP2022546644A,-1,Noise,2020,JP
CN109976333B,-1,Noise,2019,CN
CN115252881A,20,T20,2022,CN
CN115253243A,14,T14,2022,CN
CN115256391A,1,T1,2022,CN
CN115256468A,1,T1,2022,CN
CN115257820A,7,T7,2022,CN
CN115272541A,5,T5,2022,CN
CN112365580B,5,T5,2020,CN
JP2022545468A,-1,Noise,2020,JP
JP2022545296A,-1,Noise,2020,JP
CN111300459B,4,T4,2020,CN
CN113071577B,40,T40,2021,CN
CN115240531A,16,T16,2022,CN
CN115242958A,-1,Noise,2021,CN
US11482311B2,8,T8,2021,US
CN114995657B,2,T2,2022,CN
CN115214632A,23,T23,2021,CN
CN115214672A,-1,Noise,2022,CN
CN115214818A,37,T37,2022,CN
CN115215177A,23,T23,2022,CN
CN115219358A,20,T20,2022,CN
CN217620616U,-1,Noise,2022,CN
CN217630735U,18,T18,2022,CN
WO2022219486A1,61,T61,2022,Other
JP7156305B2,55,T55,2018,JP
CN115194742A,39,T39,2022,CN
CN115194771A,-1,Noise,2022,CN
CN115195748A,7,T7,2022,CN
CN115202358A,29,T29,2022,CN
CN115202372A,3,T3,2022,CN
CN115202378A,1,T1,2022,CN
CN115206058A,43,T43,2022,CN
US11472028B2,-1,Noise,2019,US
JP2022159539A,11,T11,2022,JP
TW202240556A,23,T23,2021,Other
CN112557148B,24,T24,2020,CN
CN217579666U,18,T18,2022,CN
FR3109990B1,14,T14,2020,FR
IN202241054447A,21,T21,2022,IN
JP2022543776A,23,T23,2020,JP
US20220324106A1,1,T1,2022,US
IT202100009071A1,61,T61,2021,Other
CN111897332B,-1,Noise,2020,CN
CN115158346A,-1,Noise,2022,CN
CN115167400A,3,T3,2022,CN
CN115167666A,-1,Noise,2022,CN
US11465281B2,-1,Noise,2019,US
US11465283B2,55,T55,2019,US
NL2031262A,3,T3,2022,Other
WO2022205941A1,1,T1,2021,Other
WO2022213104A1,-1,Noise,2022,Other
CA3213537A1,-1,Noise,2022,Other
CN113312953B,-1,Noise,2021,CN
CN115143964A,33,T33,2022,CN
CN115145387A,2,T2,2022,CN
CN217536697U,18,T18,2022,CN
US11460076B2,-1,Noise,2020,US
CN111037573B,1,T1,2020,CN
CN112784771B,41,T41,2021,CN
CN113111733B,-1,Noise,2021,CN
CN113492404B,32,T32,2021,CN
CN115122325A,-1,Noise,2022,CN
CN115132178A,2,T2,2022,CN
CN217517458U,29,T29,2022,CN
IN202121012886A,2,T2,2021,IN
IN202241054706A,21,T21,2022,IN
WO2022199058A1,1,T1,2021,Other
WO2022199059A1,1,T1,2021,Other
WO2022199080A1,-1,Noise,2021,Other
WO2022201199A1,2,T2,2022,Other
WO2022204200A2,8,T8,2022,Other
CN113305836B,-1,Noise,2021,CN
CN115107013A,-1,Noise,2022,CN
CN115112161A,37,T37,2022,CN
CN115116192A,29,T29,2022,CN
CN115096143A,-1,Noise,2022,CN
US20220297304A1,-1,Noise,2020,US
US20220297776A1,0,T0,2021,US
EP4059817A1,0,T0,2021,Other
CN114434466B,7,T7,2022,CN
CN115070775A,1,T1,2022,CN
CN115079811A,2,T2,2021,CN
CN115082960A,26,T26,2022,CN
CN115086593A,26,T26,2022,CN
CN217453904U,-1,Noise,2022,CN
US11451532B2,42,T42,2019,US
PL241390B1,-1,Noise,2020,Other
PL241391B1,-1,Noise,2020,Other
PL241392B1,-1,Noise,2020,Other
PL241393B1,-1,Noise,2020,Other
PL241394B1,-1,Noise,2020,Other
PL241395B1,-1,Noise,2020,Other
PL241398B1,-1,Noise,2020,Other
PL241399B1,-1,Noise,2020,Other
CN111070201B,3,T3,2019,CN
CN111168677B,1,T1,2020,CN
CN115054794A,14,T14,2022,CN
CN115056219A,44,T44,2022,CN
CN115056250A,4,T4,2022,CN
IN406603A1,8,T8,2021,IN
CN111590579B,1,T1,2020,CN
CN115047759A,21,T21,2022,CN
CN217414072U,-1,Noise,2021,CN
US11442429B2,-1,Noise,2019,US
CN113070880B,1,T1,2021,CN
CN113846824B,18,T18,2021,CN
CN114506401B,-1,Noise,2022,CN
CN115027593A,0,T0,2022,CN
CN115035552A,53,T53,2022,CN
CN115035763A,-1,Noise,2022,CN
CN217395763U,-1,Noise,2022,CN
CN217403272U,14,T14,2022,CN
IN202241050532A,29,T29,2022,IN
WO2022183786A1,40,T40,2021,Other
EP4052860A1,-1,Noise,2017,Other
EP4052866A1,-1,Noise,2020,Other
CN114536380B,4,T4,2022,CN
CN115006786A,8,T8,2022,CN
CN115008447A,19,T19,2022,CN
CN115016475A,-1,Noise,2022,CN
CN217367084U,14,T14,2022,CN
CN217377310U,20,T20,2022,CN
US11436869B1,-1,Noise,2019,US
CN114993330A,27,T27,2022,CN
CN114995657A,2,T2,2022,CN
CN115002350A,50,T50,2022,CN
IN202221047166A,4,T4,2022,IN
JP2022128093A,-1,Noise,2021,JP
JP7129525B2,11,T11,2021,JP
EP3820657B1,-1,Noise,2019,Other
EP3823798B1,62,T62,2019,Other
CN114952792A,71,T71,2022,CN
CN114954723A,2,T2,2022,CN
CN114973623A,46,T46,2022,CN
CN217308545U,39,T39,2021,CN
CN112818921B,-1,Noise,2021,CN
CN114104140B,0,T0,2021,CN
CN114945182A,-1,Noise,2022,CN
EP4045390A1,-1,Noise,2020,Other
CN113091749B,27,T27,2021,CN
CN114932509A,0,T0,2022,CN
CN114936363A,-1,Noise,2022,CN
TR202021707B,-1,Noise,2020,Other
TR2021001999A1,60,T60,2021,Other
CN112325705B,-1,Noise,2020,CN
CN114919675A,-1,Noise,2022,CN
CN114924645A,-1,Noise,2022,CN
EP4040940A1,69,T69,2020,Other
CN113343850B,26,T26,2021,CN
CN114911159A,-1,Noise,2022,CN
CN217187865U,-1,Noise,2021,CN
US11413745B2,-1,Noise,2018,US
US11413749B2,25,T25,2018,US
CN110053066B,4,T4,2019,CN
CN113478478B,10,T10,2021,CN
CN114030474B,7,T7,2021,CN
CN114536382B,4,T4,2022,CN
CN114888832A,4,T4,2022,CN
CN114900607A,26,T26,2022,CN
WO2022166329A1,22,T22,2021,Other
JP2022115856A,63,T63,2022,JP
CN111679660B,7,T7,2020,CN
CN112904883B,-1,Noise,2021,CN
CN112936264B,-1,Noise,2021,CN
CN114859947A,3,T3,2022,CN
CN217119284U,14,T14,2021,CN
JP2022534797A,-1,Noise,2020,JP
CN112497262B,4,T4,2020,CN
CN113658705B,8,T8,2021,CN
CN114832390A,11,T11,2019,CN
CN217113385U,29,T29,2022,CN
CN112975978B,40,T40,2021,CN
CN114800600A,19,T19,2022,CN
CN114802520A,0,T0,2022,CN
CN114802524A,0,T0,2022,CN
CN114827466A,-1,Noise,2022,CN
CN217072911U,-1,Noise,2022,CN
US20220233390A1,-1,Noise,2020,US
WO2022156476A1,1,T1,2021,Other
CN113084799B,3,T3,2021,CN
CN113341974B,54,T54,2021,CN
CN113894822B,0,T0,2021,CN
CN217048854U,0,T0,2022,CN
US11396096B2,-1,Noise,2020,US
US11396099B2,-1,Noise,2020,US
CN114770489A,19,T19,2022,CN
CN114771680A,0,T0,2022,CN
CN114771780A,-1,Noise,2022,CN
CN114786890A,-1,Noise,2020,CN
TR202021707A1,-1,Noise,2020,Other
TWI771857B,50,T50,2021,Other
US20220226984A1,0,T0,2021,US
EP3638616B1,-1,Noise,2018,Other
EP4029659A1,0,T0,2021,Other
CN114750162A,1,T1,2022,CN
CN114750179A,15,T15,2022,CN
CN114750853A,0,T0,2022,CN
CN216967793U,61,T61,2021,CN
JP7101876B2,48,T48,2019,JP
DE102019102833B4,22,T22,2019,DE
EP4025394A1,28,T28,2020,Other
CN108778634B,63,T63,2016,CN
CN110076758B,1,T1,2019,CN
CN114347070B,67,T67,2022,CN
CN114475607B,7,T7,2022,CN
CN114475608B,7,T7,2022,CN
CN114732064A,39,T39,2022,CN
CN114733212A,11,T11,2020,CN
CN113610835B,41,T41,2021,CN
CN114721267A,-1,Noise,2022,CN
CN114723811A,15,T15,2022,CN
CN216913896U,0,T0,2021,CN
CN216913898U,0,T0,2021,CN
CN216916094U,0,T0,2021,CN
CN216916095U,0,T0,2022,CN
CN216925317U,14,T14,2022,CN
WO2022141268A1,1,T1,2020,Other
JP2022101597A,6,T6,2022,JP
JP2022531491A,2,T2,2020,JP
CN114708529A,41,T41,2022,CN
JP2022099034A,0,T0,2020,JP
KR1020220092993A,-1,Noise,2020,KR
US20220203526A1,1,T1,2021,US
WO2022137746A1,0,T0,2021,Other
CN114670837A,7,T7,2022,CN
CN114677347A,41,T41,2022,CN
CN216839110U,29,T29,2021,CN
US11370117B2,-1,Noise,2018,US
CN110840639B,12,T12,2015,CN
CN112274357B,8,T8,2020,CN
CN114359314B,67,T67,2022,CN
DE102019107851B4,62,T62,2019,DE
CN112744315B,-1,Noise,2021,CN
CN114648808A,-1,Noise,2021,CN
CN108858208B,1,T1,2018,CN
CN114631892A,24,T24,2022,CN
CN114633282A,19,T19,2022,CN
CN216759943U,13,T13,2021,CN
CN216767235U,18,T18,2021,CN
CN216770355U,14,T14,2022,CN
IN202041054189A,8,T8,2020,IN
US20220184812A1,62,T62,2020,US
CN114617117A,-1,Noise,2022,CN
CN114625129A,-1,Noise,2022,CN
CN114627552A,-1,Noise,2022,CN
CN216725331U,-1,Noise,2021,CN
CN216748540U,-1,Noise,2022,CN
CN216749226U,31,T31,2022,CN
KR102408011B1,5,T5,2020,KR
CN111914437B,24,T24,2020,CN
CN114200947B,1,T1,2022,CN
CN114604259A,7,T7,2022,CN
WO2022117845A1,64,T64,2021,Other
WO2022117847A1,0,T0,2021,Other
EP4008498A1,-1,Noise,2021,Other
KR102406815B1,-1,Noise,2018,KR
CN111496838B,-1,Noise,2020,CN
CN111959633B,-1,Noise,2020,CN
CN114595757A,-1,Noise,2022,CN
CN114595797A,2,T2,2022,CN
CN114596766A,24,T24,2022,CN
CN216695291U,-1,Noise,2022,CN
US11351680B1,21,T21,2020,US
CN110900601B,38,T38,2019,CN
CN111673781B,4,T4,2020,CN
CN114571500A,19,T19,2022,CN
CN114580600A,21,T21,2020,CN
CN114582026A,50,T50,2022,CN
CN216673274U,2,T2,2021,CN
IN201921039326A,-1,Noise,2019,IN
IN202211029364A,8,T8,2022,IN
IN202211030118A,8,T8,2022,IN
US20220168897A1,-1,Noise,2021,US
WO2022111597A1,8,T8,2021,Other
EP3554770B1,-1,Noise,2017,Other
EP3722904B1,55,T55,2018,Other
IL291995A,69,T69,2022,Other
IL291995A0,69,T69,2022,Other
CN111300426B,-1,Noise,2020,CN
CN216636661U,0,T0,2021,CN
CN216643726U,43,T43,2021,CN
US11348298B2,11,T11,2019,US
RO135775A0,33,T33,2021,Other
CN108664853B,26,T26,2017,CN
CN112888535B,12,T12,2019,CN
CN112936267B,28,T28,2021,CN
CN114536382A,4,T4,2022,CN
CN114550273A,53,T53,2022,CN
CN114550499A,7,T7,2022,CN
CN216620826U,-1,Noise,2021,CN
IN202041042166A,3,T3,2020,IN
EP4001010A1,7,T7,2021,Other
CN112743540B,6,T6,2020,CN
CN216599859U,23,T23,2021,CN
JP2022526351A,62,T62,2020,JP
CN112762921B,-1,Noise,2020,CN
IN202141033877A,14,T14,2021,IN
JP7072307B2,73,T73,2020,JP
US20220153207A1,7,T7,2021,US
CN111390908B,5,T5,2020,CN
CN113111004B,7,T7,2021,CN
CN114506401A,-1,Noise,2022,CN
CN216552943U,18,T18,2021,CN
CN110083155B,7,T7,2019,CN
CN114474054A,27,T27,2022,CN
CN114474066A,1,T1,2022,CN
CN114475607A,7,T7,2022,CN
CN114475608A,7,T7,2022,CN
CN114492187A,-1,Noise,2022,CN
CN114495395A,50,T50,2021,CN
CN216497372U,14,T14,2021,CN
CN216505077U,8,T8,2021,CN
US20220143828A1,-1,Noise,2022,US
US20220143846A1,-1,Noise,2020,US
SA521421289A,-1,Noise,2021,Other
CN114460840A,48,T48,2020,CN
CN114463243A,26,T26,2020,CN
CN114463253A,50,T50,2021,CN
CN109333532B,38,T38,2018,CN
CN112888534B,12,T12,2019,CN
CN114434466A,7,T7,2022,CN
CN114442620A,54,T54,2022,CN
CN114446106A,-1,Noise,2022,CN
CN114449947A,8,T8,2020,CN
IN202241022984A,-1,Noise,2022,IN
WO2022089195A1,74,T74,2021,Other
WO2022089247A1,74,T74,2021,Other
CN113111003B,7,T7,2021,CN
CN114404900A,48,T48,2021,CN
CN114407035A,29,T29,2022,CN
CN114407931A,7,T7,2022,CN
CN114417807A,2,T2,2022,CN
CN114419660A,41,T41,2021,CN
IN395331A1,2,T2,2019,IN
US20220126189A1,48,T48,2019,US
ZA202202060A,14,T14,2022,Other
JP2022523966A,-1,Noise,2020,JP
CN114397894A,27,T27,2021,CN
CN216372227U,0,T0,2021,CN
CN114078151B,15,T15,2022,CN
CN114379666A,0,T0,2022,CN
CN114387617A,41,T41,2021,CN
IN202221011919A,8,T8,2022,IN
AU2020267269B2,66,T66,2020,Other
JP7057077B2,42,T42,2017,JP
CN112783043B,1,T1,2020,CN
CN113733106B,1,T1,2021,CN
CN114342904A,39,T39,2022,CN
CN114344071A,24,T24,2022,CN
CN114347070A,67,T67,2022,CN
CN114347078A,4,T4,2022,CN
CN114350855A,-1,Noise,2022,CN
CN114353598A,-1,Noise,2022,CN
CN114359314A,67,T67,2022,CN
CN114359885A,-1,Noise,2021,CN
CN114360201A,-1,Noise,2021,CN
US20220111516A1,-1,Noise,2021,US
WO2022073467A1,-1,Noise,2021,Other
EP3980225A1,-1,Noise,2020,Other
EP3980853A1,-1,Noise,2020,Other
CN109562277B,24,T24,2017,CN
CN112632854B,17,T17,2020,CN
CN114116987B,21,T21,2022,CN
CN114313051A,0,T0,2021,CN
CN114321140A,0,T0,2021,CN
CN114324751A,20,T20,2021,CN
CN114329986A,1,T1,2021,CN
CN114337378A,73,T73,2021,CN
CN216283008U,14,T14,2021,CN
CN216286570U,-1,Noise,2021,CN
US11302213B2,-1,Noise,2019,US
CN109514556B,1,T1,2018,CN
CN113126659B,1,T1,2021,CN
CN113156892B,6,T6,2021,CN
CN113163110B,51,T51,2021,CN
CN114299549A,50,T50,2021,CN
CN216245863U,-1,Noise,2021,CN
CN216249343U,50,T50,2021,CN
US20220105635A1,22,T22,2021,US
CN114272588A,14,T14,2021,CN
CN216167511U,24,T24,2021,CN
CN216180518U,19,T19,2021,CN
US11295160B2,51,T51,2019,US
CN216152354U,8,T8,2020,CN
US20220099112A1,-1,Noise,2021,US
US20220101477A1,2,T2,2021,US
CN111923916B,7,T7,2020,CN
CN112051735B,1,T1,2020,CN
CN114248804A,1,T1,2021,CN
CN114251975A,14,T14,2021,CN
CN114253260A,1,T1,2021,CN
CN114253614A,-1,Noise,2021,CN
CN108838991B,-1,Noise,2018,CN
CN110517427B,53,T53,2018,CN
CN112644600B,0,T0,2021,CN
CN114225359A,14,T14,2021,CN
CN114234967A,15,T15,2021,CN
CN114237225A,30,T30,2021,CN
CN114237233A,35,T35,2021,CN
CN114237271A,67,T67,2021,CN
CN216127248U,16,T16,2021,CN
CN216130550U,18,T18,2021,CN
VN84707A,31,T31,2021,Other
CN109782593B,-1,Noise,2019,CN
CN114219592A,-1,Noise,2021,CN
CN114222091A,42,T42,2021,CN
CN114200947A,1,T1,2022,CN
CN114201640A,23,T23,2021,CN
CN114202742A,23,T23,2022,CN
CN114206560A,-1,Noise,2020,CN
JP7038832B2,-1,Noise,2018,JP
US20220083134A1,-1,Noise,2019,US
WO2022053078A1,-1,Noise,2021,Other
TW202211170A,-1,Noise,2021,Other
CN114179112A,0,T0,2022,CN
CN114179932A,0,T0,2021,CN
CN114186496A,-1,Noise,2021,CN
CN114186663A,17,T17,2021,CN
CN216021926U,24,T24,2021,CN
CN216034757U,0,T0,2021,CN
CN216048490U,18,T18,2021,CN
CN216049955U,-1,Noise,2021,CN
KR1020220031862A,-1,Noise,2020,KR
CN113873439B,-1,Noise,2021,CN
CN114161434A,-1,Noise,2021,CN
CN114161454A,10,T10,2020,CN
CN114162231A,0,T0,2020,CN
CN114166529A,7,T7,2022,CN
CN114170572A,-1,Noise,2021,CN
JP2022040244A,-1,Noise,2022,JP
WO2022048472A1,74,T74,2021,Other
CN113627403B,-1,Noise,2021,CN
CN113688810B,-1,Noise,2021,CN
CN114147760A,4,T4,2021,CN
CN114155829A,2,T2,2021,CN
CN215968859U,-1,Noise,2021,CN
CN108828622B,-1,Noise,2018,CN
CN114137998A,-1,Noise,2021,CN
CN114143449A,-1,Noise,2021,CN
CN215956474U,43,T43,2021,CN
US20220062075A1,8,T8,2021,US
US20220067354A1,-1,Noise,2021,US
US20220068109A1,26,T26,2020,US
WO2022042775A1,-1,Noise,2021,Other
CN112405577B,4,T4,2020,CN
CN114102643A,4,T4,2021,CN
CN114104140A,0,T0,2021,CN
CN114104141A,37,T37,2021,CN
CN114116987A,21,T21,2022,CN
CN114120313A,-1,Noise,2021,CN
CN215920433U,13,T13,2021,CN
TW202209860A,-1,Noise,2020,Other
US11260545B2,-1,Noise,2020,US
CN109483540B,-1,Noise,2018,CN
CN111790165B,11,T11,2020,CN
CN112757275B,1,T1,2020,CN
CN114083792A,24,T24,2021,CN
CN114084246A,-1,Noise,2021,CN
CN114089646A,7,T7,2021,CN
CN114096192A,-1,Noise,2020,CN
JP7025830B2,40,T40,2019,JP
SG10201910615UB,63,T63,2015,Other
US20220054336A1,8,T8,2021,US
US20220055228A1,75,T75,2021,US
CN114078151A,15,T15,2022,CN
CA3103086C,18,T18,2020,Other
TWI755833B,26,T26,2020,Other
CN110470183B,-1,Noise,2019,CN
CN114067552A,23,T23,2021,CN
CN215840112U,59,T59,2021,CN
CN215848280U,13,T13,2021,CN
IN202041034517A,8,T8,2020,IN
KR1020220020249A,62,T62,2020,KR
KR102363857B1,-1,Noise,2018,KR
CN114044065A,-1,Noise,2021,CN
CN114049630A,35,T35,2021,CN
CN114049681A,26,T26,2018,CN
CN114049743A,46,T46,2021,CN
CN215832577U,14,T14,2021,CN
CN109696824B,3,T3,2019,CN
CN111766088B,-1,Noise,2019,CN
CN112578799B,64,T64,2021,CN
CN114030474A,7,T7,2021,CN
CN114030485A,7,T7,2021,CN
CN114037728A,-1,Noise,2021,CN
CN114037928A,14,T14,2021,CN
CN114040140A,26,T26,2021,CN
DE102009051146B4,25,T25,2009,DE
WO2022027914A1,1,T1,2020,Other
EP3946829A1,62,T62,2020,Other
CN113771884B,7,T7,2021,CN
CN114012748A,-1,Noise,2021,CN
CN114013532A,0,T0,2021,CN
CN114022673A,53,T53,2021,CN
US20220032449A1,19,T19,2021,US
WO2022021739A1,-1,Noise,2020,Other
WO2022022399A1,70,T70,2021,Other
JP7015068B2,-1,Noise,2018,JP
TW202205850A,-1,Noise,2020,Other
CN113977586A,1,T1,2021,CN
CN113977639A,49,T49,2021,CN
CN113978568A,-1,Noise,2021,CN
CN113989850A,41,T41,2021,CN
CN215652211U,24,T24,2021,CN
RO135461A2,-1,Noise,2020,Other
US20220024395A1,-1,Noise,2019,US
WO2022018480A1,11,T11,2020,Other
JP7010385B2,-1,Noise,2018,JP
CN109304735B,-1,Noise,2018,CN
CN215618183U,-1,Noise,2021,CN
CN113964720A,0,T0,2021,CN
CN215586927U,-1,Noise,2021,CN
CN215596276U,-1,Noise,2021,CN
IN202241000472A,-1,Noise,2022,IN
CN215548811U,13,T13,2021,CN
US11225984B2,-1,Noise,2015,US
CN113928482A,-1,Noise,2021,CN
CN215511065U,13,T13,2021,CN
US20220013228A1,8,T8,2021,US
WO2022007754A1,-1,Noise,2021,Other
EP3936420A1,-1,Noise,2020,Other
CN113910217A,2,T2,2020,CN
CN113910236A,10,T10,2021,CN
CN113911129A,7,T7,2021,CN
CN113917917A,27,T27,2021,CN
CN215470266U,0,T0,2021,CN
CN215491342U,14,T14,2021,CN
NL2026115B1,-1,Noise,2020,Other
CN113893535A,11,T11,2021,CN
CN113894822A,0,T0,2021,CN
CN113894841A,19,T19,2021,CN
CN215436687U,0,T0,2021,CN
EP3930887A1,-1,Noise,2020,Other
CN113876556A,24,T24,2020,CN
CN113884097A,33,T33,2021,CN
CN113554693B,26,T26,2021,CN
CN113602177B,-1,Noise,2021,CN
CN113858158A,29,T29,2021,CN
CN113858207A,1,T1,2021,CN
CN113858227A,0,T0,2021,CN
CN113859385A,-1,Noise,2021,CN
CN113873200A,26,T26,2021,CN
CN113873439A,-1,Noise,2021,CN
CN215358431U,19,T19,2021,CN
CN113843799A,3,T3,2021,CN
CN113846824A,18,T18,2021,CN
CN113848793A,73,T73,2021,CN
CN215318735U,2,T2,2021,CN
CN215318736U,-1,Noise,2021,CN
CN215322949U,0,T0,2021,CN
CN215341327U,31,T31,2021,CN
CN111716356B,10,T10,2020,CN
CN112859901B,1,T1,2021,CN
CN113837121A,-1,Noise,2021,CN
CN215240908U,10,T10,2021,CN
CN215252430U,29,T29,2020,CN
CN215254990U,60,T60,2021,CN
CN109333506B,-1,Noise,2018,CN
CN109333534B,3,T3,2018,CN
CN111923067B,4,T4,2020,CN
CN112558622B,3,T3,2020,CN
CN113797514A,14,T14,2021,CN
US20210387332A1,0,T0,2021,US
US20210387346A1,7,T7,2020,US
CN109571509B,-1,Noise,2019,CN
CN215155135U,0,T0,2021,CN
CN215187031U,43,T43,2021,CN
CN215187085U,-1,Noise,2020,CN
US11200681B2,-1,Noise,2020,US
CN113771884A,7,T7,2021,CN
CN113771991A,23,T23,2021,CN
CN113777058A,2,T2,2021,CN
CN215078720U,24,T24,2021,CN
CN215080546U,24,T24,2021,CN
CN215117889U,24,T24,2021,CN
IN202141051519A,2,T2,2021,IN
IN202141056091A,63,T63,2021,IN
IN383590A1,-1,Noise,2015,IN
JP2021534725A,73,T73,2020,JP
US20210379774A1,-1,Noise,2019,US
CN112092939B,0,T0,2020,CN
CN113762101A,41,T41,2021,CN
CN113766121A,-1,Noise,2021,CN
CN113766188A,-1,Noise,2021,CN
CN215020919U,24,T24,2021,CN
CN110598540B,51,T51,2019,CN
CN112077879B,36,T36,2020,CN
CN113733106A,1,T1,2021,CN
CN113734316A,-1,Noise,2021,CN
CN113740847A,-1,Noise,2021,CN
CN113741689A,-1,Noise,2021,CN
CN113743481A,56,T56,2021,CN
CN113744547A,31,T31,2021,CN
CN214981183U,13,T13,2021,CN
WO2021237667A1,15,T15,2020,Other
CN110617742B,12,T12,2019,CN
CN113721649A,3,T3,2021,CN
CN113723750A,65,T65,2021,CN
CN214901164U,43,T43,2021,CN
CN214901877U,2,T2,2021,CN
US20210366272A1,-1,Noise,2021,US
WO2021237201A1,-1,Noise,2021,Other
EP3912013A1,-1,Noise,2019,Other
JP6970216B2,25,T25,2018,JP
CN112025698B,-1,Noise,2020,CN
CN113691562A,42,T42,2021,CN
CN214817724U,25,T25,2020,CN
US11179855B2,1,T1,2019,US
TR201818255B,54,T54,2018,Other
CN113673461A,-1,Noise,2021,CN
JP3235006U,29,T29,2021,JP
US20210354298A1,4,T4,2020,US
CN113657313A,-1,Noise,2021,CN
CN113658705A,8,T8,2021,CN
CN214752448U,-1,Noise,2021,CN
PL433919A1,-1,Noise,2020,Other
PL433920A1,-1,Noise,2020,Other
PL433921A1,-1,Noise,2020,Other
PL433922A1,-1,Noise,2020,Other
PL433923A1,-1,Noise,2020,Other
PL433924A1,-1,Noise,2020,Other
PL433928A1,-1,Noise,2020,Other
PL433929A1,-1,Noise,2020,Other
PL433930A1,-1,Noise,2020,Other
CN112519914B,0,T0,2020,CN
CN113633303A,-1,Noise,2021,CN
CN214678814U,0,T0,2021,CN
CN214686581U,19,T19,2021,CN
CN214695380U,29,T29,2020,CN
CN214703239U,59,T59,2021,CN
FR3109990A1,14,T14,2020,FR
CN112573223B,39,T39,2020,CN
CN113618750A,-1,Noise,2021,CN
CN214629432U,-1,Noise,2021,CN
CN214643676U,2,T2,2021,CN
CN113602177A,-1,Noise,2021,CN
CN113610835A,41,T41,2021,CN
