doc_id,source_doc_id,simple_family_id,publication_number,bertopic_topic,year
3694,4591,338330589,CN113580136B,3,2021
3695,4592,365659280,CN115743355A,0,2022
3696,4594,317404617,US11600013B2,2,2020
3697,4596,306964280,CN110977965B,6,2019
3698,4599,329582471,CN112847371B,1,2021
3699,4600,335430541,CN113349762B,-1,2021
3700,4601,339540332,CN113676387B,3,2021
3701,4602,365142498,CN115713545A,-1,2022
3702,4603,316694999,JP7228443B2,23,2019
3703,4604,152154473,BR112013015879B1,30,2011
3704,4605,329615328,CN112859851B,33,2021
3705,4606,365202079,KR1020230024457A,-1,2021
3706,4607,MYPI202400449220230221,MYPI2024004492A,-1,2023
3707,4608,365005303,JP3241001U,-1,2022
3708,4609,365005312,JP3241004U,-1,2022
3709,4612,344782534,CN114029984B,0,2021
3710,4615,335057875,CN113319876B,4,2021
3711,4616,364469580,CN115674196A,10,2022
3712,4618,364430445,CN115695936A,26,2022
3713,4619,364421171,CN218428381U,0,2022
3714,4620,364486379,CN218431480U,9,2022
3715,4621,364375821,IN202321003900A,2,2023
3716,4622,170960119,IN419583A1,4,2015
3717,4624,337640306,WO2023005068A1,-1,2021
3718,4627,364596949,TWM637176U,23,2022
3719,4628,304679793,CN110780786B,2,2019
3720,4629,364307808,CN115649316A,2,2022
3721,4632,364237137,CN115661864A,-1,2022
3722,4633,364237982,CN115661882A,50,2021
3723,4634,364194003,CN218392206U,11,2022
3724,4635,330073082,CN112904884B,-1,2021
3725,4637,363977049,CN218368051U,0,2022
3726,4638,353445565,CN218381637U,16,2022
3727,4639,313514564,CN111496830B,4,2020
3728,4640,363874399,CN218342151U,0,2022
3729,4641,363845855,CN218343630U,72,2022
3730,4646,324303700,CN112462190B,30,2020
3731,4647,339910412,CN113696994B,0,2021
3732,4650,363637061,CN115610550A,0,2021
3733,4651,363623624,CN115615890A,59,2020
3734,4652,363915582,KR1020230008549A,0,2021
3735,4654,363478949,CN115601241A,-1,2022
3736,4655,363545187,CN115604570A,26,2021
3737,4656,335685458,EP4114622A1,15,2021
3738,4657,335685450,EP4115340A1,-1,2021
3739,4660,302670359,CN110597267B,-1,2019
3740,4661,363265362,CN115586787A,-1,2022
3741,4662,363278908,CN115588214A,41,2022
3742,4665,363212068,CN218229219U,-1,2022
3743,4666,363108561,IN202241077483A,61,2022
3744,4667,363108898,IN202341000033A,31,2023
3745,4668,315755822,JP7199259B2,-1,2019
3746,4672,320128001,US11544906B2,-1,2020
3747,4673,341283516,CN113788085B,3,2021
3748,4674,362791870,CN115533939A,10,2022
3749,4678,349284710,CN114435507B,0,2022
3750,4679,362563659,CN115526358A,30,2022
3751,4680,294084168,US11537131B2,55,2018
3752,4681,362460914,CN115502967A,10,2022
3753,4683,362482404,CN115503847A,0,2021
3754,4685,362390398,CN218110830U,-1,2022
3755,4686,332364616,WO2022262757A1,-1,2022
3756,4688,362518803,TWM635845U,23,2022
3757,4689,362518881,TWM635852U,-1,2022
3758,4692,307751901,JP7192872B2,-1,2018
3759,4693,325208005,US11531892B2,-1,2020
3760,4697,362041042,CN218052624U,4,2022
3761,4698,315143238,CN111625002B,1,2020
3762,4699,361973440,CN218036009U,11,2022
3763,4700,361669529,CN115446820A,-1,2022
3764,4701,361669704,CN115446835A,10,2022
3765,4703,361763203,CN115457075A,15,2022
3766,4707,345811012,CN114137998B,-1,2021
3767,4709,361573701,CN217967105U,0,2022
3768,4711,322360392,CN112288792B,50,2020
3769,4712,333793825,CN113212589B,0,2021
3770,4713,349782817,CN114492187B,-1,2022
3771,4714,361344982,CN115416687A,7,2022
3772,4715,361447075,CN217947575U,18,2022
3773,4719,343221027,CN113910236B,10,2021
3774,4720,361218744,CN115401698A,10,2022
3775,4721,361130667,CN115408805A,1,2021
3776,4722,361143711,CN115409794A,-1,2022
3777,4725,315755270,JP7178931B2,-1,2019
3778,4726,307781210,CN111055285B,1,2020
3779,4727,320996760,CN112147889B,3,2020
3780,4728,325268295,CN112559039B,21,2020
3781,4729,325270342,CN112559052B,21,2020
3782,4730,360976804,CN115383790A,16,2022
3783,4731,361030916,CN115397078A,46,2022
3784,4735,286643870,CN110662635B,-1,2018
3785,4736,344081542,CN113978568B,-1,2021
3786,4737,357254477,CN115202372B,3,2022
3787,4738,360806451,CN115365880A,18,2022
3788,4741,360765847,CN115376306A,23,2022
3789,4742,329807535,CN112882467B,1,2021
3790,4743,360620532,CN115352449A,-1,2022
3791,4744,360599151,IN202241064218A,8,2022
3792,4747,334675487,CN113290559B,1,2021
3793,4749,360249654,CN115319798A,-1,2022
3794,4751,360365847,IN202221061767A,8,2022
3795,4752,170788471,DE102013110901B4,25,2013
3796,4755,360188397,CN217764683U,-1,2022
3797,4756,339394765,US11491657B2,4,2020
3798,4757,295846903,US11494641B2,57,2017
3799,4758,359918885,CN115280970A,39,2022
3800,4759,359897943,CN115284291A,1,2022
3801,4763,360013224,CN217741772U,2,2022
3802,4765,295968235,CN109976333B,-1,2019
3803,4766,358935388,CN115252881A,20,2022
3804,4767,358938074,CN115253243A,14,2022
3805,4770,358970089,CN115257820A,7,2022
3806,4771,358925162,CN115272541A,5,2022
3807,4772,323179652,CN112365580B,5,2020
3808,4775,310804014,CN111300459B,4,2020
3809,4776,331831125,CN113071577B,40,2021
3810,4777,357652522,CN115240531A,16,2022
3811,4779,332050050,US11482311B2,8,2021
3812,4780,355224755,CN114995657B,2,2022
3813,4781,356804371,CN115214632A,23,2021
3814,4782,357454021,CN115214672A,-1,2022
3815,4786,357419315,CN217620616U,-1,2022
3816,4787,357517556,CN217630735U,18,2022
3817,4790,357189010,CN115194742A,39,2022
3818,4792,357191270,CN115195748A,7,2022
3819,4793,357259403,CN115202358A,29,2022
3820,4796,357236030,CN115206058A,43,2022
3821,4797,330419600,US11472028B2,-1,2019
3822,4798,357177878,JP2022159539A,11,2022
3823,4800,325262248,CN112557148B,24,2020
3824,4801,357123998,CN217579666U,18,2022
3825,4802,339893626,FR3109990B1,14,2020
3826,4803,357013891,IN202241054447A,21,2022
3827,4804,323401959,JP2022543776A,23,2020
3828,4806,357338036,IT202100009071A1,61,2021
3829,4807,318362091,CN111897332B,-1,2020
3830,4808,356826042,CN115158346A,-1,2022
3831,4809,356905085,CN115167400A,3,2022
3832,4810,356908018,CN115167666A,-1,2022
3833,4811,326422892,US11465281B2,-1,2019
3834,4815,356774297,WO2022213104A1,-1,2022
3835,4817,334920645,CN113312953B,-1,2021
3836,4818,356666021,CN115143964A,33,2022
3837,4819,356726890,CN115145387A,2,2022
3838,4820,356627250,CN217536697U,18,2022
3839,4821,313842498,US11460076B2,-1,2020
3840,4822,307510624,CN111037573B,1,2020
3841,4823,327818736,CN112784771B,41,2021
3842,4824,332369949,CN113111733B,-1,2021
3843,4825,337236366,CN113492404B,32,2021
3844,4827,356542208,CN115132178A,2,2022
3845,4828,356543614,CN217517458U,29,2022
3846,4830,356597246,IN202241054706A,21,2022
3847,4833,332038269,WO2022199080A1,-1,2021
3848,4836,334900007,CN113305836B,-1,2021
3849,4839,356420338,CN115116192A,29,2022
3850,4844,349270439,CN114434466B,7,2022
3851,4846,356084441,CN115079811A,2,2021
3852,4849,356048634,CN217453904U,-1,2022
3853,4850,313097999,US11451532B2,42,2019
3854,4851,340438222,PL241390B1,-1,2020
3855,4852,340438227,PL241391B1,-1,2020
3856,4853,340438465,PL241392B1,-1,2020
3857,4854,340437582,PL241393B1,-1,2020
3858,4855,340435944,PL241394B1,-1,2020
3859,4856,340438288,PL241395B1,-1,2020
3860,4857,340435890,PL241398B1,-1,2020
3861,4858,340437666,PL241399B1,-1,2020
3862,4859,307938898,CN111070201B,3,2019
3863,4860,309145659,CN111168677B,1,2020
3864,4862,355865151,CN115056219A,44,2022
3865,4863,355865478,CN115056250A,4,2022
3866,4864,335595881,IN406603A1,8,2021
3867,4865,314789746,CN111590579B,1,2020
3868,4867,355682166,CN217414072U,-1,2021
3869,4868,330425207,US11442429B2,-1,2019
3870,4869,331823641,CN113070880B,1,2021
3871,4870,342470710,CN113846824B,18,2021
3872,4871,350046687,CN114506401B,-1,2022
3873,4872,355569013,CN115027593A,0,2022
3874,4873,355569031,CN115035552A,53,2022
3875,4875,355605081,CN217395763U,-1,2022
3876,4876,355576499,CN217403272U,14,2022
3877,4877,355547914,IN202241050532A,29,2022
3878,4881,350474381,CN114536380B,4,2022
3879,4882,355446494,CN115006786A,8,2022
3880,4883,355483572,CN115008447A,19,2022
3881,4884,355391496,CN115016475A,-1,2022
3882,4885,355380068,CN217367084U,14,2022
3883,4886,355483985,CN217377310U,20,2022
3884,4887,355347864,US11436869B1,-1,2019
3885,4890,355228259,CN115002350A,50,2022
3886,4891,355186101,IN202221047166A,4,2022
3887,4892,354811007,JP2022128093A,-1,2021
3888,4893,338032698,JP7129525B2,11,2021
3889,4896,355068067,CN114952792A,71,2022
3890,4897,354955732,CN114954723A,2,2022
3891,4898,355032889,CN114973623A,46,2022
3892,4899,355060608,CN217308545U,39,2021
3893,4900,328961874,CN112818921B,-1,2021
3894,4901,345682873,CN114104140B,0,2021
3895,4904,332124093,CN113091749B,27,2021
3896,4905,354684252,CN114932509A,0,2022
3897,4907,TR20202170720201225,TR202021707B,-1,2020
3898,4908,361311801,TR2021001999A1,60,2021
3899,4909,322715503,CN112325705B,-1,2020
3900,4911,354491526,CN114924645A,-1,2022
3901,4912,326438485,EP4040940A1,69,2020
3902,4913,335304973,CN113343850B,26,2021
3903,4914,354362057,CN114911159A,-1,2022
3904,4915,354307774,CN217187865U,-1,2021
3905,4916,291535315,US11413745B2,-1,2018
3906,4918,296724581,CN110053066B,4,2019
3907,4919,336992297,CN113478478B,10,2021
3908,4920,344718195,CN114030474B,7,2021
3909,4921,350474525,CN114536382B,4,2022
3910,4923,354164949,CN114900607A,26,2022
3911,4924,330476207,WO2022166329A1,22,2021
3912,4926,315850802,CN111679660B,7,2020
3913,4927,330072823,CN112904883B,-1,2021
3914,4928,330475812,CN112936264B,-1,2021
3915,4929,353938424,CN114859947A,3,2022
3916,4930,353939956,CN217119284U,14,2021
3917,4931,320122266,JP2022534797A,-1,2020
3918,4932,324622989,CN112497262B,4,2020
3919,4933,339174569,CN113658705B,8,2021
3920,4935,353685340,CN217113385U,29,2022
3921,4936,330900965,CN112975978B,40,2021
3922,4939,353551462,CN114802524A,0,2022
3923,4940,353558169,CN114827466A,-1,2022
3924,4941,353459471,CN217072911U,-1,2022
3925,4944,332103806,CN113084799B,3,2021
3926,4945,335299496,CN113341974B,54,2021
3927,4946,342880709,CN113894822B,0,2021
3928,4947,353313495,CN217048854U,0,2022
3929,4948,322282663,US11396096B2,-1,2020
3930,4949,323708953,US11396099B2,-1,2020
3931,4950,353102414,CN114770489A,19,2022
3932,4954,361311684,TR202021707A1,-1,2020
3933,4955,346707279,TWI771857B,50,2021
3934,4960,352825407,CN114750179A,15,2022
3935,4961,352833037,CN114750853A,0,2022
3936,4962,352835837,CN216967793U,61,2021
3937,4963,306252303,JP7101876B2,48,2019
3938,4964,313447691,DE102019102833B4,22,2019
3939,4965,324447528,EP4025394A1,28,2020
3940,4966,200010993,CN108778634B,63,2016
3941,4967,297003364,CN110076758B,1,2019
3942,4968,348249765,CN114347070B,67,2022
3943,4969,349810385,CN114475607B,7,2022
3944,4970,349810444,CN114475608B,7,2022
3945,4971,352737429,CN114732064A,39,2022
3946,4973,338638700,CN113610835B,41,2021
3947,4975,352529032,CN114723811A,15,2022
3948,4976,352500328,CN216913896U,0,2021
3949,4977,352500353,CN216913898U,0,2021
3950,4978,352541836,CN216916094U,0,2021
3951,4979,352541858,CN216916095U,0,2022
3952,4980,352482250,CN216925317U,14,2022
3953,4981,352068973,WO2022141268A1,1,2020
3954,4983,318654490,JP2022531491A,2,2020
3955,4990,351910968,CN114677347A,41,2022
3956,4991,351988917,CN216839110U,29,2021
3957,4994,322319075,CN112274357B,8,2020
3958,4995,348263225,CN114359314B,67,2022
3959,4996,316447943,DE102019107851B4,62,2019
3960,4997,327378479,CN112744315B,-1,2021
3961,4998,351627816,CN114648808A,-1,2021
3962,4999,285768741,CN108858208B,1,2018
3963,5001,351481773,CN114633282A,19,2022
3964,5002,351530635,CN216759943U,13,2021
3965,5003,351469871,CN216767235U,18,2021
3966,5004,351498130,CN216770355U,14,2022
3967,5005,351457260,IN202041054189A,8,2020
3968,5007,351295311,CN114617117A,-1,2022
3969,5010,351278093,CN216725331U,-1,2021
3970,5011,351345634,CN216748540U,-1,2022
3971,5012,351351374,CN216749226U,31,2022
3972,5013,351569648,KR102408011B1,5,2020
3973,5014,318507228,CN111914437B,24,2020
3974,5015,346658183,CN114200947B,1,2022
3975,5016,351223404,CN114604259A,7,2022
3976,5017,351065859,WO2022117845A1,64,2021
3977,5018,351066082,WO2022117847A1,0,2021
3978,5021,313516042,CN111496838B,-1,2020
3979,5022,319042770,CN111959633B,-1,2020
3980,5023,350948599,CN114595757A,-1,2022
3981,5025,350968294,CN114596766A,24,2022
3982,5026,350961177,CN216695291U,-1,2022
3983,5027,351058682,US11351680B1,21,2020
3984,5028,306110025,CN110900601B,38,2019
3985,5029,315832290,CN111673781B,4,2020
3986,5031,350771874,CN114580600A,21,2020
3987,5033,350877434,CN216673274U,2,2021
3988,5034,325622960,IN201921039326A,-1,2019
3989,5035,350903797,IN202211029364A,8,2022
3990,5036,350904399,IN202211030118A,8,2022
3991,5038,350738658,WO2022111597A1,8,2021
3992,5043,310797767,CN111300426B,-1,2020
3993,5044,350601280,CN216636661U,0,2021
3994,5045,350648414,CN216643726U,43,2021
3995,5046,299229584,US11348298B2,11,2019
3996,5047,351092025,RO135775A0,33,2021
3997,5048,284232111,CN108664853B,26,2017
3998,5049,326014022,CN112888535B,12,2019
3999,5050,330476261,CN112936267B,28,2021
4000,5052,350347129,CN114550273A,53,2022
4001,5053,350348530,CN114550499A,7,2022
4002,5054,350363792,CN216620826U,-1,2021
4003,5055,350520768,IN202041042166A,3,2020
4004,5057,327365110,CN112743540B,6,2020
4005,5058,350243145,CN216599859U,23,2021
4006,5060,327625518,CN112762921B,-1,2020
4007,5061,350137874,IN202141033877A,14,2021
4008,5062,307389098,JP7072307B2,73,2020
4009,5063,350542915,US20220153207A1,7,2021
4010,5064,311986116,CN111390908B,5,2020
4011,5065,332363750,CN113111004B,7,2021
4012,5067,350008116,CN216552943U,18,2021
4013,5068,297020796,CN110083155B,7,2019
4014,5070,349779549,CN114474066A,1,2022
4015,5074,349861390,CN114495395A,50,2021
4016,5075,349728758,CN216497372U,14,2021
4017,5076,349683812,CN216505077U,8,2021
4018,5080,349450885,CN114460840A,48,2020
4019,5083,289797515,CN109333532B,38,2018
4020,5084,326013943,CN112888534B,12,2019
4021,5086,349267973,CN114442620A,54,2022
4022,5087,349335253,CN114446106A,-1,2022
4023,5088,326011313,CN114449947A,8,2020
4024,5089,349376604,IN202241022984A,-1,2022
4025,5092,332363643,CN113111003B,7,2021
4026,5093,349003208,CN114404900A,48,2021
4027,5094,348935769,CN114407035A,29,2022
4028,5095,348938436,CN114407931A,7,2022
4029,5096,349037917,CN114417807A,2,2022
4030,5098,314527738,IN395331A1,2,2019
4031,5103,348799113,CN216372227U,0,2021
4032,5104,345320560,CN114078151B,15,2022
4033,5105,348653311,CN114379666A,0,2022
4034,5106,348686649,CN114387617A,41,2021
4035,5107,348713050,IN202221011919A,8,2022
4036,5109,290308039,JP7057077B2,42,2017
4037,5110,327813914,CN112783043B,1,2020
4038,5111,340536908,CN113733106B,1,2021
4039,5113,348325156,CN114344071A,24,2022
4040,5116,348228410,CN114350855A,-1,2022
4041,5117,348277158,CN114353598A,-1,2022
4042,5119,348278142,CN114359885A,-1,2021
4043,5120,348282363,CN114360201A,-1,2021
4044,5122,348182148,WO2022073467A1,-1,2021
4045,5125,204276399,CN109562277B,24,2017
4046,5126,326107486,CN112632854B,17,2020
4047,5127,345569305,CN114116987B,21,2022
4048,5128,347916626,CN114313051A,0,2021
4049,5133,347970556,CN216283008U,14,2021
4050,5134,348060134,CN216286570U,-1,2021
4051,5135,304766512,US11302213B2,-1,2019
4052,5136,291485193,CN109514556B,1,2018
4053,5137,332626007,CN113126659B,1,2021
4054,5138,333013175,CN113156892B,6,2021
4055,5139,333033093,CN113163110B,51,2021
4056,5141,347872058,CN216245863U,-1,2021
4057,5142,347756725,CN216249343U,50,2021
4058,5144,347434525,CN114272588A,14,2021
4059,5145,347628989,CN216167511U,24,2021
4060,5146,347488058,CN216180518U,19,2021
4061,5148,347366749,CN216152354U,8,2020
4062,5150,347264926,US20220101477A1,2,2021
4063,5151,318687539,CN111923916B,7,2020
4064,5152,319984560,CN112051735B,1,2020
4065,5154,346974124,CN114251975A,14,2021
4066,5156,347002376,CN114253614A,-1,2021
4067,5157,285614892,CN108838991B,-1,2018
4068,5158,301679673,CN110517427B,53,2018
4069,5159,326259781,CN112644600B,0,2021
4070,5160,347227033,CN114225359A,14,2021
4071,5161,347191303,CN114234967A,15,2021
4072,5162,347154840,CN114237225A,30,2021
4073,5164,347110320,CN114237271A,67,2021
4074,5165,347196161,CN216127248U,16,2021
4075,5166,347171020,CN216130550U,18,2021
4076,5167,VN120210353620210615,VN84707A,31,2021
4077,5168,293886592,CN109782593B,-1,2019
4078,5169,346871679,CN114219592A,-1,2021
4079,5172,346657706,CN114201640A,23,2021
4080,5173,346726974,CN114202742A,23,2022
4081,5176,312707880,US20220083134A1,-1,2019
4082,5179,346327530,CN114179112A,0,2022
4083,5180,346421590,CN114179932A,0,2021
4084,5182,346408668,CN114186663A,17,2021
4085,5183,346494425,CN216021926U,24,2021
4086,5184,346493300,CN216034757U,0,2021
4087,5185,346492642,CN216048490U,18,2021
4088,5186,346475274,CN216049955U,-1,2021
4089,5188,342513772,CN113873439B,-1,2021
4090,5190,346247915,CN114161454A,10,2020
4091,5191,346445761,CN114162231A,0,2020
4092,5192,346219521,CN114166529A,7,2022
4093,5196,338768123,CN113627403B,-1,2021
4094,5197,339645738,CN113688810B,-1,2021
4095,5199,346040372,CN114155829A,2,2021
4096,5200,345991739,CN215968859U,-1,2021
4097,5201,285524107,CN108828622B,-1,2018
4098,5203,345803909,CN114143449A,-1,2021
4099,5204,345840909,CN215956474U,43,2021
4100,5209,323768520,CN112405577B,4,2020
4101,5214,345616321,CN114120313A,-1,2021
4102,5215,345629463,CN215920433U,13,2021
4103,5216,342071030,TW202209860A,-1,2020
4104,5217,324409618,US11260545B2,-1,2020
4105,5218,291022269,CN109483540B,-1,2018
4106,5220,327608663,CN112757275B,1,2020
4107,5221,345503757,CN114083792A,24,2021
4108,5223,345507427,CN114089646A,7,2021
4109,5226,SG10201910615U20150819,SG10201910615UB,63,2015
4110,5231,302335774,TWI755833B,26,2020
4111,5232,301215101,CN110470183B,-1,2019
4112,5233,345115814,CN114067552A,23,2021
4113,5234,345089711,CN215840112U,59,2021
4114,5235,345217468,CN215848280U,13,2021
4115,5236,345251108,IN202041034517A,8,2020
4116,5239,344953637,CN114044065A,-1,2021
4117,5240,344969732,CN114049630A,35,2021
4118,5242,344993239,CN114049743A,46,2021
4119,5243,344962988,CN215832577U,14,2021
4120,5244,293096292,CN109696824B,3,2019
4121,5245,316908920,CN111766088B,-1,2019
4122,5246,325452653,CN112578799B,64,2021
4123,5248,344739968,CN114030485A,7,2021
4124,5249,344763805,CN114037728A,-1,2021
4125,5250,344904511,CN114037928A,14,2021
4126,5252,137510579,DE102009051146B4,25,2009
4127,5255,341026109,CN113771884B,7,2021
4128,5257,344578040,CN114013532A,0,2021
4129,5258,344497526,CN114022673A,53,2021
4130,5259,344457622,US20220032449A1,19,2021
4131,5261,320492070,WO2022022399A1,70,2021
4132,5268,344113956,CN215652211U,24,2021
4133,5269,344693335,RO135461A2,-1,2020
4134,5270,344143812,US20220024395A1,-1,2019
4135,5271,344013355,WO2022018480A1,11,2020
4136,5272,335040194,JP7010385B2,-1,2018
4137,5273,289317847,CN109304735B,-1,2018
4138,5274,343897819,CN215618183U,-1,2021
4139,5275,343657333,CN113964720A,0,2021
4140,5277,343830664,CN215596276U,-1,2021
4141,5278,343665009,IN202241000472A,-1,2022
4142,5279,343446937,CN215548811U,13,2021
4143,5281,343275548,CN113928482A,-1,2021
4144,5282,343270807,CN215511065U,13,2021
4145,5284,314070577,WO2022007754A1,-1,2021
4146,5288,343156333,CN113911129A,7,2021
4147,5290,343032513,CN215470266U,0,2021
4148,5291,343206885,CN215491342U,14,2021
4149,5293,342923390,CN113893535A,11,2021
4150,5296,342890270,CN215436687U,0,2021
4151,5297,315105766,EP3930887A1,-1,2020
4152,5298,342686758,CN113876556A,24,2020
4153,5299,342770144,CN113884097A,33,2021
4154,5300,337865886,CN113554693B,26,2021
4155,5301,338603183,CN113602177B,-1,2021
4156,5302,342343210,CN113858158A,29,2021
4157,5305,342229270,CN113859385A,-1,2021
4158,5306,342413662,CN113873200A,26,2021
4159,5308,342547060,CN215358431U,19,2021
4160,5309,342492603,CN113843799A,3,2021
4161,5311,342310718,CN113848793A,73,2021
4162,5312,342473226,CN215318735U,2,2021
4163,5313,342474346,CN215318736U,-1,2021
4164,5314,342436719,CN215322949U,0,2021
4165,5315,342085086,CN215341327U,31,2021
4166,5316,316308612,CN111716356B,10,2020
4167,5317,329625723,CN112859901B,1,2021
4168,5318,342017012,CN113837121A,-1,2021
4169,5319,341639866,CN215240908U,10,2021
4170,5320,341632577,CN215252430U,29,2020
4171,5321,341937419,CN215254990U,60,2021
4172,5322,289809298,CN109333506B,-1,2018
4173,5323,289809617,CN109333534B,3,2018
4174,5324,318678144,CN111923067B,4,2020
4175,5325,325280227,CN112558622B,3,2020
4176,5326,341826159,CN113797514A,14,2021
4177,5328,341538699,US20210387346A1,7,2020
4178,5329,291937232,CN109571509B,-1,2019
4179,5330,341429945,CN215155135U,0,2021
4180,5331,341446749,CN215187031U,43,2021
4181,5332,341346935,CN215187085U,-1,2020
4182,5333,324416126,US11200681B2,-1,2020
4183,5335,341201750,CN113771991A,23,2021
4184,5336,341057613,CN113777058A,2,2021
4185,5337,341140986,CN215078720U,24,2021
4186,5338,341201413,CN215080546U,24,2021
4187,5339,341166648,CN215117889U,24,2021
4188,5340,341031660,IN202141051519A,2,2021
4189,5341,341028025,IN202141056091A,63,2021
4190,5342,200653855,IN383590A1,-1,2015
4191,5345,320496632,CN112092939B,0,2020
4192,5346,340905022,CN113762101A,41,2021
4193,5347,340856333,CN113766121A,-1,2021
4194,5348,340907439,CN113766188A,-1,2021
4195,5349,340962663,CN215020919U,24,2021
4196,5350,302674028,CN110598540B,51,2019
4197,5351,320304592,CN112077879B,36,2020
4198,5353,340669065,CN113734316A,-1,2021
4199,5354,340615700,CN113740847A,-1,2021
4200,5355,340660600,CN113741689A,-1,2021
4201,5357,340684904,CN113744547A,31,2021
4202,5358,340595291,CN214981183U,13,2021
4203,5359,340422358,WO2021237667A1,15,2020
4204,5360,302940513,CN110617742B,12,2019
4205,5361,340355322,CN113721649A,3,2021
4206,5362,340400917,CN113723750A,65,2021
4207,5363,340069381,CN214901164U,43,2021
4208,5364,340087781,CN214901877U,2,2021
4209,5369,319809190,CN112025698B,-1,2020
4210,5370,339696062,CN113691562A,42,2021
4211,5371,339726573,CN214817724U,25,2020
4212,5373,TR20181825520181129,TR201818255B,54,2018
4213,5375,339425432,JP3235006U,29,2021
4214,5379,339218081,CN214752448U,-1,2021
4215,5389,324857185,CN112519914B,0,2020
4216,5391,339089710,CN214678814U,0,2021
4217,5392,339118903,CN214686581U,19,2021
4218,5393,339036364,CN214695380U,29,2020
4219,5394,339083015,CN214703239U,59,2021
4220,5396,325438992,CN112573223B,39,2020
4221,5397,338775767,CN113618750A,-1,2021
4222,5398,338930269,CN214629432U,-1,2021
4223,5399,338849101,CN214643676U,2,2021
4224,5404,292517857,CN109634100B,1,2018
4225,5405,297806060,CN110143245B,66,2019
4226,5406,321638296,CN112215346B,17,2020
4227,5408,338331677,CN113589805A,64,2021
4228,5409,338468234,CN214560914U,39,2021
4229,5410,338079744,CN113562020A,7,2021
4230,5411,338145281,CN113572949A,-1,2021
4231,5412,338098574,CN214524134U,0,2021
4232,5414,338000576,US20210333863A1,-1,2020
4233,5416,296852833,CN110068250B,-1,2019
4234,5417,337962619,CN113547539A,13,2021
4235,5418,337927174,CN113552867A,7,2020
4236,5419,284398045,CN108683243B,73,2018
4237,5420,320627826,CN112109085B,-1,2020
4238,5421,337836624,CN113520812A,-1,2021
4239,5424,337261573,KR1020210127558A,54,2020
4240,5425,338229722,TWM618444U,-1,2021
4241,5426,337496662,CN113511284A,0,2021
4242,5429,337363026,CN214394220U,13,2021
4243,5430,337364312,CN214394227U,-1,2021
4244,5431,337301388,CN214397164U,-1,2021
4245,5432,337324083,CN214410087U,46,2021
4246,5437,337246668,CN113496175A,41,2020
4247,5440,336934633,US20210309264A1,-1,2020
4248,5441,336773657,CN113459100A,17,2021
4249,5442,294260086,CN109807908B,-1,2019
4250,5443,336610749,CN214293141U,13,2021
4251,5444,336665510,CN214311448U,0,2021
4252,5445,246503157,CN108544473B,9,2018
4253,5446,319806185,CN112025679B,10,2020
4254,5447,336379281,CN113433961A,40,2021
4255,5448,310035918,WO2021185032A1,0,2021
4256,5449,309146388,CN111168681B,7,2020
4257,5450,336179192,CN113419521A,7,2020
4258,5452,308284163,CN111086012B,-1,2019
4259,5453,308284676,CN111086015B,13,2019
4260,5454,336068876,CN113401244A,0,2021
4261,5455,336097051,CN113410892A,64,2021
4262,5456,330484580,CN112937718B,0,2021
4263,5457,335918824,CN214202651U,31,2021
4264,5458,335238681,JP2021133487A,-1,2020
4265,5459,326505533,CN112666939B,-1,2020
4266,5460,335647592,CN113370182A,19,2021
4267,5461,335715346,CN214163030U,-1,2020
4268,5470,248219315,CN108582066B,1,2018
4269,5471,301981107,CN110540676B,20,2019
4270,5472,335298682,CN113341698A,1,2021
4271,5474,335299606,CN113342011A,54,2021
4272,5475,335299643,CN113342023A,1,2021
4273,5478,SG11201806770T20170215,SG11201806770TB,-1,2017
4274,5481,301102609,CN110455564B,16,2019
4275,5485,335119278,CN214081466U,13,2020
4276,5486,335119283,CN214081467U,-1,2020
4277,5487,335119430,CN214081507U,-1,2020
4278,5489,334902302,CN113306646A,0,2021
4279,5491,241362512,CN108438083B,19,2018
4280,5494,334695804,CN113297484A,21,2021
4281,5495,334740931,CN214025742U,2,2020
4282,5496,289742507,US11101023B2,8,2018
4283,5497,334529641,CN113276125A,9,2021
4284,5499,317267308,EP2933068B1,34,2014
4285,5500,288732459,CN109246600B,-1,2018
4286,5501,334397989,CN213974225U,52,2021
4287,5502,334165711,CN113247138A,0,2021
4288,5503,316983250,JP2021119341A,-1,2021
4289,5504,314794521,CN111595739B,59,2020
4290,5505,333988706,CN113240695A,43,2021
4291,5506,334042720,CN213925936U,31,2020
4292,5507,333784664,CN113209589A,14,2021
4293,5508,188911843,KR102286200B1,-1,2015
4294,5509,288273794,RU2019144161A,-1,2018
4295,5510,333750144,US20210236032A1,11,2021
4296,5511,333748085,WO2021155136A1,8,2021
4297,5512,333579653,CN113197480A,20,2021
4298,5513,333595321,CN113202828A,0,2021
4299,5514,333941619,KR102284862B1,-1,2020
4300,5515,333393514,CN113179862A,39,2021
4301,5516,333399767,CN113183158A,72,2021
4302,5518,333405965,CN113184078A,0,2021
4303,5519,333416379,CN113184430A,28,2021
4304,5520,333511204,CN213843825U,29,2020
4305,5521,333512915,CN213844347U,31,2020
4306,5522,310442203,WO2021147217A1,8,2020
4307,5523,300624614,CN110412921B,-1,2019
4308,5524,333264272,CN213799961U,0,2020
4309,5525,333318366,CN213817990U,53,2020
4310,5526,285809544,CN108875507B,51,2017
4311,5527,330077415,CN112906679B,51,2021
4312,5528,333011155,CN113156836A,-1,2021
4313,5530,333065576,CN213765845U,4,2020
