bertopic_id,bertopic_name,proposed_safety,subsystem_id,proposed_role,supporting_patent_numbers,evidence_patent_number,evidence_location,exact_evidence_excerpt,evidence_status,human_subsystem_decision,human_role_judgment,reviewer_confidence,reviewer_note
33,33_path_grid_map_point,PARTIAL,HRI_INTERFACE,SECONDARY,CN105843222A;CN117590747A;CN119309582A;CN119469168B;CN120213071A;CN120742904B;CN120909299A;CN121783173A;CN122258922A,CN120909299A,CLAIM,"1. A four-foot robot path planning method based on large model, wherein it comprises the following steps : obtaining the motion data of the four-foot robot based on the large model, recording as the motion analysis data; screening the motion analysis data, obtaining multiple four-foot motion topographies in the motion analysis data and motion contrast data of each four-foot motion topographies based on the screening result, wherein the motion contrast data comprises normal data and accident data; analyzing the motion contrast data of each four-foot motion terrain, and obtaining the preferred stepping point area, the warning stepping point area and the dangerous stepping point area corresponding to each four-foot motion terrain based on the analysis result; obtaining the path to b",FOUND,,,,
33,33_path_grid_map_point,PARTIAL,SYSTEM_INTEGRATION,SECONDARY,CN105843222A;CN117590747A;CN119309582A;CN119469168B;CN120213071A;CN120742904B;CN120909299A;CN121783173A;CN122258922A,,,,INSUFFICIENT,,,,
37,37_foot_sole_heel_arch,PARTIAL,PERCEPTION,SECONDARY,CN113349762A;CN118928586B;CN120461477A;CN120621535B;CN120697869B;CN121608822A;CN200967506Y;CN221214319U;CN223934846U,CN200967506Y,CLAIM,"1. One having a force sensing capability of the sole of a foot mechanism imitating, comprising a forefoot, rear foot, the forefoot member and the attachment force sensing detection, transmission components of the rear foot, wherein : the forefoot is provided with four force sensation known detecting means, which are symmetrically distributed in the outermost edge of the support surface; the rear foot is provided with two force sensation known detecting means and to the ankle joint connection end of the seat, wherein both of the rear foot force sensation known detecting section is symmetrically disposed rear side edge, and is wrapped around the ankle joint is fixedly connected to the connection socket.",FOUND,,,,
37,37_foot_sole_heel_arch,PARTIAL,ACTUATION_MECHANICS,PRIMARY,CN113349762A;CN118928586B;CN120461477A;CN120621535B;CN120697869B;CN121608822A;CN200967506Y;CN221214319U;CN223934846U,CN118928586B,CLAIM,"1. A humanoid foot mechanical foot for humanoid robot, wherein It comprises foot frame, heel elastic buffering component, heel component, arch elastic buffering component, arch component and toe component; the front part and the rear part of the foot frame are respectively provided with an arch component and a heel component; at the same time, the middle part and the back end of the foot frame are respectively provided with a bearing hole and a through hole, which are respectively used for connecting the lower leg and the ankle joint driving component of the robot; there are two sets of arch components, which are respectively arranged on the left and right sides of the foot frame; the middle parts of the two sets of arch components are connected with the foot frame to form a ro",FOUND,,,,
37,37_foot_sole_heel_arch,PARTIAL,EMERGENCY_FAILSAFE,CONTEXT_ONLY,CN113349762A;CN118928586B;CN120461477A;CN120621535B;CN120697869B;CN121608822A;CN200967506Y;CN221214319U;CN223934846U,,,,NO_DIRECT_EVIDENCE,,,,
40,40_wheel_leg_wheel leg_wheel legged,PARTIAL,PERCEPTION,SECONDARY,CN101982809B;CN112975978B;CN116774713A;CN118056744A;CN119024875B;CN121756299A,CN112975978B,CLAIM,"1. A load balancing method of multi-foot robot, wherein the body of the multi-foot robot is provided with a force sensor, the state of the body is described by the motion state of a plurality of virtual joints constructed between the trunk and the world coordinate origin, the method comprises : calculating the current position and speed of the goods on the trunk according to the measured value of the force sensor; according to the current position and speed of the cargo through feedback control law to solve the multi-foot robot to make the cargo reach the desired attitude needed by the trunk when balancing; wherein the relationship between the posture of the trunk and the acceleration of the cargo is solved by using the Lagrange satisfy of the cargo on the trunk, so as to construct",FOUND,,,,
40,40_wheel_leg_wheel leg_wheel legged,PARTIAL,PLANNING_DECISION,CONTEXT_ONLY,CN101982809B;CN112975978B;CN116774713A;CN118056744A;CN119024875B;CN121756299A,CN101982809B,ABSTRACT,"The invention discloses a coupling with optimized control method of the robot, which belongs to the automation field. The stability of the robot with the definition of the function is defined as : θ itilts the axis the stability of the angle, when the Robot from the; function with the traction force of the robot To glide rate S i expressed as : In order to improve the traction it is necessary to make all S i obtain the maximum value of the in is extremely small. The invention integrates the stability and traction, the weighting of the two RMS and function as a coupling optimization criteria. Control the optimization standard function make it reach the minimum, thereby ensuring θ i and the maximization of the S i minimized, that is to maximize the stability of the robot, to minimiz",FOUND,,,,
40,40_wheel_leg_wheel leg_wheel legged,PARTIAL,MOTION_CONTROL,SECONDARY,CN101982809B;CN112975978B;CN116774713A;CN118056744A;CN119024875B;CN121756299A,CN119024875B,CLAIM,"1. A balance control method of wheel-leg type robot, wherein the wheel-leg type robot is simplified into n-order inverted pendulum model, the n-order inverted pendulum model comprises : wheels, n connecting rods and n rotating joints, the wheel and the first connecting rod in the n connecting rods are connected through the first rotating joint in the n rotating joints, the n connecting rod is connected through n-1 rotating joints except the first rotating joint in series, the first connecting rod is the equivalent connecting rod corresponding to at least two leg mechanisms of the wheel-leg robot, the wheel is the equivalent moving wheel corresponding to the moving wheel respectively connected with at least two leg mechanisms, n is a positive integer greater than or equal to 2; Th",FOUND,,,,
40,40_wheel_leg_wheel leg_wheel legged,PARTIAL,ACTUATION_MECHANICS,SECONDARY,CN101982809B;CN112975978B;CN116774713A;CN118056744A;CN119024875B;CN121756299A,CN119024875B,CLAIM,"1. A balance control method of wheel-leg type robot, wherein the wheel-leg type robot is simplified into n-order inverted pendulum model, the n-order inverted pendulum model comprises : wheels, n connecting rods and n rotating joints, the wheel and the first connecting rod in the n connecting rods are connected through the first rotating joint in the n rotating joints, the n connecting rod is connected through n-1 rotating joints except the first rotating joint in series, the first connecting rod is the equivalent connecting rod corresponding to at least two leg mechanisms of the wheel-leg robot, the wheel is the equivalent moving wheel corresponding to the moving wheel respectively connected with at least two leg mechanisms, n is a positive integer greater than or equal to 2; Th",FOUND,,,,
40,40_wheel_leg_wheel leg_wheel legged,PARTIAL,EMERGENCY_FAILSAFE,CONTEXT_ONLY,CN101982809B;CN112975978B;CN116774713A;CN118056744A;CN119024875B;CN121756299A,,,,NO_DIRECT_EVIDENCE,,,,
40,40_wheel_leg_wheel leg_wheel legged,PARTIAL,SYSTEM_INTEGRATION,CONTEXT_ONLY,CN101982809B;CN112975978B;CN116774713A;CN118056744A;CN119024875B;CN121756299A,,,,NO_DIRECT_EVIDENCE,,,,
47,47_fault_health_state_data,DIRECT,PERCEPTION,SECONDARY,CN118927306A;CN119717618B;CN120029227B;CN120533752A;CN121200084B;CN121580141B;EP1842630A1;US11511431B2,CN121580141B,CLAIM,"1. A fault prediction and health management method in human-shaped robot training field, wherein it comprises : S1 : collecting the robot main body health data, the controller log and the interactive detection data between the robots and pre-processing to obtain the main body health characteristic data and the interactive health data; S2 : based on the main body health characteristic data, the interactive health data and interactive requirement, performing health initial evaluation, obtaining multi-robot diagnosis set and health initial evaluation result; S3 : based on the multi-robot diagnosis set and the health initial evaluation result, constructing a dynamic interactive health map, and deducing the health attenuation trend through a time sequence map neural network; combi",FOUND,,,,
47,47_fault_health_state_data,DIRECT,STATE_ESTIMATION,CONTEXT_ONLY,CN118927306A;CN119717618B;CN120029227B;CN120533752A;CN121200084B;CN121580141B;EP1842630A1;US11511431B2,EP1842630A1,ABSTRACT,"The system has a gravito-inertial sensor system detecting body movements in a translation section of a humanoid robot. An evaluation unit is provided for identifying signals for body foot movement, body translation, rotation and body foot torque fusion. A control unit is provided to generate control signals on the basis of mainly estimated values, where the control signals serve for actuation and control of the robot so that assigned position and motion of the robot are realized. An independent claim is also included for a method for controlling position and motion of a humanoid robot.",FOUND,,,,
47,47_fault_health_state_data,DIRECT,ACTUATION_MECHANICS,CONTEXT_ONLY,CN118927306A;CN119717618B;CN120029227B;CN120533752A;CN121200084B;CN121580141B;EP1842630A1;US11511431B2,CN120533752A,CLAIM,"1. A method for monitoring joint life of humanoid robot, wherein it comprises : step 1 : constructing a multi-modal sensor array to collect the original joint motion data of the target robot; step 2 : standardizing the original joint motion data according to the characteristic type to obtain the standard characteristic data of all parameter types; step 3 : establishing a joint degradation model of the target robot based on the standard characteristic data; step 4 : inputting the real-time motion data of the target robot into the joint degeneration model and outputting the joint residual life index; step 5 : when the residual life index of the joint is lower than the preset threshold value, triggering the self-adaptive maintenance strategy.",FOUND,,,,
47,47_fault_health_state_data,DIRECT,SAFETY_MONITORING,CONTEXT_ONLY,CN118927306A;CN119717618B;CN120029227B;CN120533752A;CN121200084B;CN121580141B;EP1842630A1;US11511431B2,CN119717618B,ABSTRACT,"This application provides a humanoid robot fall control method, device, equipment and storage medium, and relates to the technical field of humanoid robots. The control method comprises the following steps of : acquiring state data of the humanoid robot in real time; predicting the current state of the humanoid robot based on the state data; if the current state is a high-risk fall state, control the humanoid robot to perform fall protection actions. The humanoid robot fall control method of the present application improves the accuracy of fall prediction by monitoring the center of gravity position, movement speed and acceleration in real time. The method can quickly start the protection action under high-risk conditions, reduce the risk of injury, and protect the safety of surrou",FOUND,,,,
47,47_fault_health_state_data,DIRECT,EMERGENCY_FAILSAFE,CONTEXT_ONLY,CN118927306A;CN119717618B;CN120029227B;CN120533752A;CN121200084B;CN121580141B;EP1842630A1;US11511431B2,,,,NO_DIRECT_EVIDENCE,,,,
47,47_fault_health_state_data,DIRECT,HRI_INTERFACE,CONTEXT_ONLY,CN118927306A;CN119717618B;CN120029227B;CN120533752A;CN121200084B;CN121580141B;EP1842630A1;US11511431B2,CN121580141B,ABSTRACT,"The invention provides a fault prediction and health management method in a humanoid robot training ground, and relates to the technical field of robot health management. The method comprises the following steps of : acquiring and preprocessing robot body health data, controller logs and interaction detection data among robots; then conduct a preliminary health assessment; construct a dynamic interactive health graph, and infer the health attenuation trend through time series graph neural network; combining historical fault data with historical health status data to construct and correct health-fault causal diagrams; adjust alarm levels and verify abnormal relevance; construct a multi-modal health embedding model and update the model; obtain fault root causes and health impact links,",FOUND,,,,
62,62_electrode_measurement electrode_108_elements,PARTIAL,PERCEPTION,SECONDARY,CA3134287A1;DE102019107851B4;FR3083728A1;FR3084002A1;FR3084002B1;US20250219277A1;US20250241544A1;US63484517P0,DE102019107851B4,ABSTRACT,"A robot gripper includes : a drive unit to drive a powertrain with active elements, wherein each element has a working region arranged in a body-fixed manner relative to the robot gripper, a respective element being moveable in and capable of reaching the working region; a control unit to control the drive unit; and a sensor system connected to the control unit to ascertain forces/moments applied externally to individual elements, the control unit configured such that collision monitoring is capable of being carried out for the elements, and when a collision is detected for an element, the drive unit is actuated according to a specified operation, including : providing a defined region within the working region for the elements, and collision monitoring for the elements only whe",FOUND,,,,
62,62_electrode_measurement electrode_108_elements,PARTIAL,MOTION_CONTROL,CONTEXT_ONLY,CA3134287A1;DE102019107851B4;FR3083728A1;FR3084002A1;FR3084002B1;US20250219277A1;US20250241544A1;US63484517P0,US63484517P0,ABSTRACT,"A gripper designed for grasping objects when mounted on a robotic manipulator is disclosed. The robot gripper may utilize a single actuator to facilitate the grasping of objects of varying shape and size with three degrees of freedom of passive alignment, thus enabling said robot gripper to grasp, push and pull. Passive alignment features assist the robot gripper in executing robust and fast grasping of objects with minimal requirement for active feedback control. The mechanical robot gripper jaw is constructed of a compliant material and a curved rigid member to allow the gripper to cage objects.",FOUND,,,,
62,62_electrode_measurement electrode_108_elements,PARTIAL,ACTUATION_MECHANICS,SECONDARY,CA3134287A1;DE102019107851B4;FR3083728A1;FR3084002A1;FR3084002B1;US20250219277A1;US20250241544A1;US63484517P0,DE102019107851B4,ABSTRACT,"A robot gripper includes : a drive unit to drive a powertrain with active elements, wherein each element has a working region arranged in a body-fixed manner relative to the robot gripper, a respective element being moveable in and capable of reaching the working region; a control unit to control the drive unit; and a sensor system connected to the control unit to ascertain forces/moments applied externally to individual elements, the control unit configured such that collision monitoring is capable of being carried out for the elements, and when a collision is detected for an element, the drive unit is actuated according to a specified operation, including : providing a defined region within the working region for the elements, and collision monitoring for the elements only whe",FOUND,,,,
62,62_electrode_measurement electrode_108_elements,PARTIAL,SYSTEM_INTEGRATION,CONTEXT_ONLY,CA3134287A1;DE102019107851B4;FR3083728A1;FR3084002A1;FR3084002B1;US20250219277A1;US20250241544A1;US63484517P0,,,,NO_DIRECT_EVIDENCE,,,,
65,65_social_reasoning_instruction_remote,NOT_SAFETY,PERCEPTION,PRIMARY,CN117103261B;CN120416181A;CN120572534A;CN120620231B;CN121290419A;CN121290419B;CN121989231A;CN122231896A;KR1020100003097A,CN117103261B,CLAIM,"1. A robot social behaviour control method based on comprehensive evaluation and optimal control principle, wherein it comprises the following steps : (1) collecting visual and acoustic multimodal information represented by a plurality of social objects; (2) further through entropy weight calculating to obtain multimodal information weight, through comprehensive evaluation to obtain social intention EA of each social object, the robot will select the highest EA value, namely the social object with the highest social intention as communication object for gaze; (3) determining the movement track of the head and eye when the robot gaze the social object with the highest EA value under the condition of minimum nerve conduction noise; (4) finally through the model prediction control sys",FOUND,,,,
65,65_social_reasoning_instruction_remote,NOT_SAFETY,STATE_ESTIMATION,CONTEXT_ONLY,CN117103261B;CN120416181A;CN120572534A;CN120620231B;CN121290419A;CN121290419B;CN121989231A;CN122231896A;KR1020100003097A,CN122231896A,CLAIM,"1. A multi-degree-of-freedom human-shaped robot collaborative motion planning method under dynamic environment, wherein the method comprises the following steps : obtaining environment information, robot main body parameter and task semantic instruction; establishing a universal kinematics model based on the degree-of-freedom adaptation coefficient in combination with the robot body parameter; combining the environment information, the task semantic instruction and the universal kinematics model, based on the visual language action model and the world model, performing semantic task analysis and global feasible path search for each robot, generating the initial space-time track result under uniform motion of each humanoid robot; performing conflict detection based on the initial",FOUND,,,,
65,65_social_reasoning_instruction_remote,NOT_SAFETY,PLANNING_DECISION,PRIMARY,CN117103261B;CN120416181A;CN120572534A;CN120620231B;CN121290419A;CN121290419B;CN121989231A;CN122231896A;KR1020100003097A,CN120620231B,CLAIM,"1. A humanoid robot remote control method based on wireless communication, wherein it comprises : receiving a remote control instruction of an operator, performing semantic analysis on the remote control instruction to generate control intention data, establishing a bidirectional expected calibration channel based on the control intention data, and generating an expected consistency parameter and a deviation tolerance threshold based on the bidirectional expected calibration channel; obtaining a desired execution result based on the desired consistency parameter, inversely deducing an optimal control sequence according to the desired execution result, performing negative space analysis on the optimal control sequence to identify a set of prohibited execution actions; combining the",FOUND,,,,
65,65_social_reasoning_instruction_remote,NOT_SAFETY,MOTION_CONTROL,CONTEXT_ONLY,CN117103261B;CN120416181A;CN120572534A;CN120620231B;CN121290419A;CN121290419B;CN121989231A;CN122231896A;KR1020100003097A,CN120572534A,ABSTRACT,"The invention relates to the technical field of intelligent robots The dynamic sparse attention-multi-modal spatiotemporal constraint humanoid robot control method is disclosed, which includes the following steps : S1 multi-modal information collection, collecting environmental information around the robot, S2 inference engine processing and instruction generation, processing the information, generating control instructions, S3 spatiotemporal synchronization and force constraints, S4 drive mechanism motion control, S5 emotional expression unit response. The present invention greatly improves the computing efficiency of the system and reduces the reasoning delay by adopting a dynamic sparse attention mechanism and an optimized computing method. The NSA inference engine significantl",FOUND,,,,
65,65_social_reasoning_instruction_remote,NOT_SAFETY,ACTUATION_MECHANICS,SECONDARY,CN117103261B;CN120416181A;CN120572534A;CN120620231B;CN121290419A;CN121290419B;CN121989231A;CN122231896A;KR1020100003097A,CN120416181A,CLAIM,"1. A high-performance humanoid robot communication method based on DDS and TSN, wherein it comprises the following specific steps : environmental deployment : deploying FastDDS middleware in OpenEuler embedded real-time environment to realize distributed data distribution; transmission layer optimization : constructing a transmission layer module using the DPDK frame based on the standard FastDDS transmission layer interface; Flow scheduling : using QBV scheduling rule of TSN to optimize data transmission of DDS; Network card architecture : the network card is designed based on the FPGA so as to realize the message timing scheduling of the TSN QBV rule.",FOUND,,,,
65,65_social_reasoning_instruction_remote,NOT_SAFETY,EMERGENCY_FAILSAFE,CONTEXT_ONLY,CN117103261B;CN120416181A;CN120572534A;CN120620231B;CN121290419A;CN121290419B;CN121989231A;CN122231896A;KR1020100003097A,,,,NO_DIRECT_EVIDENCE,,,,
65,65_social_reasoning_instruction_remote,NOT_SAFETY,HRI_INTERFACE,SECONDARY,CN117103261B;CN120416181A;CN120572534A;CN120620231B;CN121290419A;CN121290419B;CN121989231A;CN122231896A;KR1020100003097A,CN120620231B,CLAIM,"1. A humanoid robot remote control method based on wireless communication, wherein it comprises : receiving a remote control instruction of an operator, performing semantic analysis on the remote control instruction to generate control intention data, establishing a bidirectional expected calibration channel based on the control intention data, and generating an expected consistency parameter and a deviation tolerance threshold based on the bidirectional expected calibration channel; obtaining a desired execution result based on the desired consistency parameter, inversely deducing an optimal control sequence according to the desired execution result, performing negative space analysis on the optimal control sequence to identify a set of prohibited execution actions; combining the",FOUND,,,,
65,65_social_reasoning_instruction_remote,NOT_SAFETY,SYSTEM_INTEGRATION,SECONDARY,CN117103261B;CN120416181A;CN120572534A;CN120620231B;CN121290419A;CN121290419B;CN121989231A;CN122231896A;KR1020100003097A,CN120572534A,CLAIM,"1. A dynamic sparse attention-multi-modal space-time constrained humanoid robot control method, wherein it comprises the following steps : S1 : the multimodal information collection uses the multimodal sensing module to collect the robot surrounding environment information in real time, the multimodal sensing module integrates an RGB-D camera, a 6-axis force sensor and an annular microphone array; S2 : the reasoning engine processes and generates the instruction to transmit the collected environment information to the NSA reasoning engine; (N is input sequence length), and through axial block calculation, KV cache compression and supporting 4-bit integer calculation to process the information, generating control instruction; S3 : Space-time synchronization and force constraint",FOUND,,,,
74,74_target_foot_state data_landing,NOT_SAFETY,STATE_ESTIMATION,CONTEXT_ONLY,CN112051797B;CN114474034B;CN121704503A;EP4116782A1;EP4144487B1;EP4144487C0;HK40071432B;WO2022048472A1;WO2022089195A1,CN121704503A,CLAIM,"1. A motion control method of foot-type robot, wherein it comprises : obtaining the state information, coding information and history action of the foot-type robot at the previous time, and the first sensing information at the current time; inputting the state information, the coding information and the history action of the previous moment into the world model to obtain the state information of the current moment output by the world model; inputting the state information of the current time and the first sensing information into the motion strategy model to obtain the target action of the current time output by the motion strategy model; controlling the movement of the foot robot according to the target action at the current time.",FOUND,,,,
74,74_target_foot_state data_landing,NOT_SAFETY,MOTION_CONTROL,CONTEXT_ONLY,CN112051797B;CN114474034B;CN121704503A;EP4116782A1;EP4144487B1;EP4144487C0;HK40071432B;WO2022048472A1;WO2022089195A1,CN114474034B,CLAIM,"1. A foot-type robot motion control method, wherein it comprises : according to the state data of the starting time in the planning period, determining the candidate landing point of each foot end in the planning period; according to the state data of the starting time, and the candidate landing point of each foot end, determining the mass centre position change coefficient, the first relational expression between the landing point and the foot end contact force; under the constraint of the constraint condition set, determining the target centroid position change coefficient, the target stepping sequence and the target landing point satisfying the first relational expression; wherein the set of constraint conditions comprises constraint conditions for constraining a stepping ord",FOUND,,,,
74,74_target_foot_state data_landing,NOT_SAFETY,EMERGENCY_FAILSAFE,CONTEXT_ONLY,CN112051797B;CN114474034B;CN121704503A;EP4116782A1;EP4144487B1;EP4144487C0;HK40071432B;WO2022048472A1;WO2022089195A1,,,,NO_DIRECT_EVIDENCE,,,,
76,76_elements_elements articulation_articulation_given,NOT_SAFETY,ACTUATION_MECHANICS,CONTEXT_ONLY,DE102007022973A1;FR3021572A1;IN201617039124A;JP2017516672A;JP6449337B2;JP6556167B2;KR1020170021800A,DE102007022973A1,ABSTRACT,"It an approach is proposed for providing a humanoid joint for a robotic system. A Articulation device includes a holding part, a rotary member and a pair of joint parts, wherein the retaining part and the rotating member are coupled, wherein the pair of hinge parts is arranged, wherein a rotational force and the rotational force to the other joint part initially a hinge member drives using a sliding friction movement, each articulated member is generated on an abutment surface is transmitted, wherein the surface is formed at the end of the articulated member, wherein the torsional forces transmitted by a limit of travel of the articulated member within said limited space is formed by the coupling of said rotary member and of the retaining part can be converted, into a movement.",FOUND,,,,
76,76_elements_elements articulation_articulation_given,NOT_SAFETY,EMERGENCY_FAILSAFE,CONTEXT_ONLY,DE102007022973A1;FR3021572A1;IN201617039124A;JP2017516672A;JP6449337B2;JP6556167B2;KR1020170021800A,,,,NO_DIRECT_EVIDENCE,,,,
